run_id,condition,is_injected_failure,model_validation,evidence_complete,ai_discovery_present,evaluation_result,approval,trace_consistent,run_available,baseline_verdict,gate_verdict,expected_gate_verdict
fi-0297,missing_audit_evidence,True,passed,False,True,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0298,missing_audit_evidence,True,passed,False,True,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0299,missing_audit_evidence,True,passed,False,True,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0300,missing_audit_evidence,True,passed,False,True,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0301,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0302,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0303,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0304,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0305,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0306,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0307,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0308,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0309,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0310,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0311,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0312,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0313,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0314,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0315,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0316,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0317,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0318,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0319,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0320,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0321,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0322,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0323,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0324,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0325,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0326,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0327,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0328,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0329,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0330,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0331,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0332,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0333,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0334,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0335,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0336,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0337,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0338,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0339,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0340,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0341,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0342,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0343,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0344,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0345,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0346,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0347,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0348,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0349,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0350,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0351,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0352,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0353,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0354,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0355,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0356,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0357,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0358,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0359,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0360,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0361,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0362,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0363,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0364,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0365,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0366,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0367,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0368,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0369,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0370,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0371,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0372,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0373,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0374,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0375,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0376,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0377,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0378,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0379,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0380,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0381,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0382,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0383,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0384,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0385,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0386,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0387,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0388,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0389,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0390,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0391,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0392,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0393,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0394,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0395,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0396,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0397,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0398,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0399,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0400,missing_ai_discovery_output,True,passed,True,False,pass,granted,True,True,VALID,BLOCKED,BLOCKED
fi-0401,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0402,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0403,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0404,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0405,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0406,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0407,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0408,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0409,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0410,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0411,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0412,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0413,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0414,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0415,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0416,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0417,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0418,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0419,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0420,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0421,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0422,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0423,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0424,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0425,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0426,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0427,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0428,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0429,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0430,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0431,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0432,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0433,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0434,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0435,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0436,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0437,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0438,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0439,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0440,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0441,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0442,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0443,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0444,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0445,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0446,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0447,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0448,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0449,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0450,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0451,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0452,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0453,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0454,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0455,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0456,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0457,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0458,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0459,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0460,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0461,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0462,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0463,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0464,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0465,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0466,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0467,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0468,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0469,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0470,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0471,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0472,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0473,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0474,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0475,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0476,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0477,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0478,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0479,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0480,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0481,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0482,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0483,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0484,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0485,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0486,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0487,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0488,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0489,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0490,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0491,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0492,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0493,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0494,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0495,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0496,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0497,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0498,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0499,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0500,missing_approval_record,True,passed,True,True,pass,missing,True,True,VALID,BLOCKED,BLOCKED
fi-0501,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0502,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0503,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0504,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0505,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0506,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0507,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0508,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0509,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0510,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0511,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0512,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0513,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0514,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0515,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0516,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0517,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0518,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0519,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0520,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0521,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0522,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0523,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0524,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0525,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0526,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0527,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0528,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0529,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0530,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0531,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0532,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0533,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0534,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0535,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0536,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0537,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0538,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0539,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0540,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0541,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0542,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0543,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0544,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0545,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0546,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0547,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0548,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0549,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0550,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0551,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0552,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0553,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0554,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0555,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0556,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0557,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0558,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0559,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
fi-0560,failed_compliance_evaluation,True,passed,True,True,fail,granted,True,True,VALID,INVALID,INVALID
